Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
25554,Medium,0.06,4.13,0.99,120,Helen H Murphy,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 491,0.39,West,Utah,Layton,84041,8/11/2012,8/12/2012,43.8012,14,63.48,86523
25359,Critical,0.02,35.41,1.99,122,Miriam Proctor,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,West,California,Visalia,93277,4/11/2012,4/13/2012,341.9226,14,495.54,90670
25360,Critical,0.01,42.76,6.22,122,Miriam Proctor,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",,West,California,Visalia,93277,4/11/2012,4/12/2012,217.9365,7,315.85,90670
21183,Medium,0.08,27.48,4,122,Miriam Proctor,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,West,California,Visalia,93277,4/30/2012,5/1/2012,-103.23,1,26.28,90671
26165,High,0.1,7.1,6.05,122,Miriam Proctor,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,West,California,Visalia,93277,8/30/2013,8/31/2013,-48.41868,23,160.29,90672
26166,High,0.01,119.99,56.14,122,Miriam Proctor,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,West,California,Visalia,93277,8/30/2013,8/30/2013,-41.7350832,8,1006.9,90672
19942,Critical,0.06,8.57,6.14,123,Shawn Stern,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,0.59,South,Virginia,Tysons Corner,22102,10/9/2010,10/10/2010,105.678,11,94.97,90669
19941,Critical,0.1,37.94,5.08,123,Shawn Stern,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,South,Virginia,Tysons Corner,22102,10/9/2013,10/11/2013,5.268,13,468.69,90673
18605,Not Specified,0.04,9.99,5.12,125,Linda Faulkner,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1948,0.4,Central,Texas,Rowlett,75088,10/6/2012,10/8/2012,23.0276,19,195.71,88518
21125,Critical,0.1,4.54,5.83,125,Linda Faulkner,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery® Durable Plastic 1"" Binders",0.36,Central,Texas,Rowlett,75088,8/29/2013,8/31/2013,-6.226652,2,12.47,88520
23112,Medium,0.03,6.08,0.91,126,James Osborne,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,0.51,Central,Texas,San Angelo,76903,9/10/2011,9/10/2011,0.43,3,18.33,88517
21126,Critical,0.01,3.28,3.97,126,James Osborne,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,0.56,Central,Texas,San Angelo,76903,8/29/2013,8/31/2013,-39.13096,20,72.17,88520
24599,Medium,0.06,4.82,1.49,127,Ross Wang Bates,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Tuff Stuff™ Recycled Round Ring Binders,0.36,Central,Texas,San Antonio,78207,5/7/2013,5/9/2013,7.2505,3,15.13,88519
24600,Medium,0.02,175.99,8.99,127,Ross Wang Bates,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,2180,0.57,Central,Texas,San Antonio,78207,5/7/2013,5/9/2013,494.631,6,941.17,88519
23113,Medium,0.02,22.01,5.53,127,Ross Wang Bates,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,0.59,Central,Texas,San Antonio,78207,9/10/2013,9/11/2013,113.7996,23,503.96,88521
24319,Not Specified,0.02,1.74,4.08,129,Kara Allison,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,Central,Illinois,Alton,62002,7/27/2010,7/28/2010,-37.39,5,10.23,86693
18161,Not Specified,0.07,15.74,1.39,129,Kara Allison,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",0.4,Central,Illinois,Alton,62002,11/25/2010,11/26/2010,149.8887,14,217.23,86694
19544,High,0.1,111.03,8.64,129,Kara Allison,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Recycled Storage Drawers,0.78,Central,Illinois,Alton,62002,11/29/2013,11/30/2013,973.57568,43,4648.35,86698
25021,Critical,0.09,2.89,0.5,130,Norman Owens,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 498,0.38,Central,Illinois,Arlington Heights,60004,6/3/2012,6/5/2012,13.4757,7,19.53,86695
24446,Medium,0.05,20.99,0.99,130,Norman Owens,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory21,0.37,Central,Illinois,Arlington Heights,60004,8/25/2012,8/25/2012,228.873,19,331.7,86696
25285,Not Specified,0.06,115.99,56.14,130,Norman Owens,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,0.4,Central,Illinois,Arlington Heights,60004,1/11/2013,1/13/2013,-425.899452,1,171.71,86697
21340,Critical,0.1,8.67,3.5,132,Ron Dillon,Express Air,Corporate,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,West,Oregon,Lake Oswego,97035,9/20/2011,9/21/2011,-11.88,17,147.5,90995
23480,Medium,0.08,10.64,5.16,132,Ron Dillon,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,West,Oregon,Lake Oswego,97035,5/30/2013,5/31/2013,-14.27,14,145.57,90998
20527,Not Specified,0,70.97,3.5,132,Ron Dillon,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,0.59,West,Oregon,Lake Oswego,97035,11/30/2013,12/2/2013,30.2296,3,212.91,90999
20528,Not Specified,0.08,37.94,5.08,132,Ron Dillon,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,West,Oregon,Lake Oswego,97035,11/30/2013,12/1/2013,804.7263,32,1166.27,90999
23463,Low,0.03,70.89,89.3,133,Gayle Keith,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,KI Conference Tables,0.69,West,Oregon,Mcminnville,97128,3/14/2011,3/21/2011,-1565.89,6,364.43,90994
21589,Low,0.04,35.89,14.72,133,Gayle Keith,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.4,West,Oregon,Mcminnville,97128,3/5/2012,3/7/2012,122.11,6,225.04,90996
20979,High,0.04,22.24,1.99,133,Gayle Keith,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",0.43,West,Oregon,Mcminnville,97128,5/8/2013,5/8/2013,80.2332,5,116.28,90997
20529,Not Specified,0.06,2036.48,14.7,134,Natalie Raynor,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,West,Oregon,Medford,97504,11/30/2013,12/2/2013,2251.5736416,3,5972.59,90999
25762,Critical,0.04,18.97,9.54,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1939,0.37,West,California,Petaluma,94952,11/16/2010,11/17/2010,3.04,5,101.74,88534
25764,Critical,0.09,10.98,3.37,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,West,California,Petaluma,94952,11/16/2010,11/17/2010,2.706,8,84.52,88534
26309,High,0.06,6.68,5.2,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1977,0.37,West,California,Petaluma,94952,5/2/2013,5/2/2013,-38.57,8,52.97,88538
25763,Critical,0.02,2.88,0.7,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,West,California,Petaluma,94952,11/16/2013,11/19/2013,76.31008,44,134.75,88539
25322,Not Specified,0.09,14.45,7.17,137,Kristen Hinton,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",0.38,East,Massachusetts,Clinton,1510,10/26/2012,10/27/2012,-3.05532,9,126.47,88535
18609,Low,0.1,193.17,19.99,138,Kevin Schmidt,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,East,Massachusetts,Longmeadow,1106,2/9/2013,2/13/2013,-319.02,1,190.8,88537
21809,High,0.02,35.99,1.1,139,Elsie Hewitt,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Accessory35,0.55,East,Massachusetts,Wakefield,1880,12/31/2012,1/2/2013,-82.7695,1,30.28,88536
20700,Critical,0.07,10.23,4.68,141,Toni Daly,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Box Cutter Scissors,0.59,West,California,Visalia,93277,1/14/2011,1/15/2011,-30.8512,2,20.45,91091
21055,Not Specified,0.06,11.58,6.97,141,Toni Daly,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,West,California,Visalia,93277,1/24/2012,1/26/2012,-15.7108,12,135.14,91093
24803,Critical,0.03,22.84,11.54,142,Brooke Weeks Taylor,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,0.39,East,Connecticut,Ansonia,6401,6/2/2010,6/3/2010,91.956,13,312.59,91087
21054,Not Specified,0.01,2.94,0.96,143,Leigh Ivey,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,East,Connecticut,Norwich,6360,1/24/2012,1/26/2012,3.0856,8,24.27,91093
24805,Critical,0.05,10.98,3.37,144,Marguerite Moss,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,East,Massachusetts,Yarmouth,2664,6/2/2010,6/3/2010,-2.544,6,64.4,91087
24849,Medium,0.06,7.04,2.17,145,Rhonda Ivey,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",0.38,East,Pennsylvania,West Mifflin,15122,1/15/2010,1/17/2010,2.4852,2,14.65,91086
25582,Low,0.07,154.13,69,145,Rhonda Ivey,Express Air,Home Office,Furniture,Tables,Large Box,Laminate Occasional Tables,0.68,East,Pennsylvania,West Mifflin,15122,9/16/2010,9/16/2010,-634.7341,3,453.62,91089
26053,High,0.07,3.75,0.5,145,Rhonda Ivey,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 496,0.37,East,Pennsylvania,West Mifflin,15122,3/15/2012,3/16/2012,24.6399,10,35.71,91094
25570,Critical,0.03,5.68,1.46,145,Rhonda Ivey,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",0.39,East,Pennsylvania,West Mifflin,15122,9/2/2013,9/3/2013,71.1504,18,105.88,91098
25571,Critical,0.07,1.68,1,145,Rhonda Ivey,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Dustless Chalk Sticks,0.35,East,Pennsylvania,West Mifflin,15122,9/2/2013,9/3/2013,1.5336,20,34.27,91098
23365,Not Specified,0.01,45.98,4.8,146,Yvonne Fox,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,0.68,Central,Texas,Watauga,76148,9/12/2010,9/13/2010,133.5771,4,193.59,91088
22907,Medium,0.06,180.98,26.2,146,Yvonne Fox,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,0.59,Central,Texas,Watauga,76148,10/23/2010,10/24/2010,251.4084,5,929.57,91090
23194,Low,0.04,80.98,4.5,146,Yvonne Fox,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,0.59,Central,Texas,Watauga,76148,5/25/2013,5/25/2013,836.8044,15,1212.76,91096
23195,Low,0,33.29,8.74,146,Yvonne Fox,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,0.61,Central,Texas,Watauga,76148,5/25/2013,5/29/2013,185.37,12,430.28,91096
23364,Not Specified,0.07,1.88,1.49,146,Yvonne Fox,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,Central,Texas,Watauga,76148,9/12/2013,9/14/2013,-15.82768,17,31.38,91099
22908,Medium,0.01,7.28,7.98,146,Yvonne Fox,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",0.42,Central,Texas,Watauga,76148,10/23/2013,10/25/2013,-60.61,13,104.4,91100
24804,Critical,0.06,9.99,6.24,147,Bryan Pate,Regular Air,Small Business,Technology,Office Machines,Medium Box,Canon F603 Scientific Calculator,0.36,East,Vermont,Colchester,5439,6/2/2013,6/3/2013,-23.43432,1,12.98,91097
21581,Low,0.03,9.93,1.09,148,Sidney Cox,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off® China Markers,0.43,East,Vermont,Essex Junction,5451,7/22/2012,7/22/2012,42.1107,6,61.03,91095
23672,Not Specified,0,46.89,5.1,149,Stuart Chan,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,0.46,East,Vermont,South Burlington,5403,9/24/2011,9/27/2011,72.55,3,151.29,91092
19058,Critical,0.09,32.98,5.5,151,Geoffrey Zhu,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,0.75,South,Tennessee,Kingsport,37664,1/22/2010,1/23/2010,-20.258,2,62.46,89521
20679,High,0.09,5.98,2.5,151,Geoffrey Zhu,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,0.36,South,Tennessee,Kingsport,37664,4/20/2010,4/22/2010,13.896,5,28.11,89523
19360,Low,0.05,15.67,1.39,151,Geoffrey Zhu,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",0.38,South,Tennessee,Kingsport,37664,5/14/2012,5/14/2012,-61.24104,9,139.34,89528
19518,Medium,0,30.93,3.92,151,Geoffrey Zhu,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",0.44,South,Tennessee,Kingsport,37664,10/4/2012,10/6/2012,-50.05,7,227,89530
19519,Medium,0.08,19.98,5.86,151,Geoffrey Zhu,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 191,0.38,South,Tennessee,Kingsport,37664,10/4/2012,10/6/2012,-877.254,3,62.12,89530
21103,Critical,0.09,2.88,0.7,152,Kent Kerr,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 335,0.56,South,Tennessee,Knoxville,37918,1/15/2010,1/16/2010,-172.718,2,5.5,89520
22243,Low,0.01,79.52,48.2,152,Kent Kerr,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,0.74,South,Tennessee,Knoxville,37918,4/19/2010,4/26/2010,-40.684,8,667.84,89522
21767,High,0.01,65.99,8.99,152,Kent Kerr,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC Analog,0.6,South,Tennessee,Knoxville,37918,9/29/2010,10/1/2010,97.86,5,292.23,89524
22470,Low,0.1,39.98,4,152,Kent Kerr,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,0.7,South,Tennessee,Knoxville,37918,12/18/2010,12/22/2010,360.24,21,772.56,89525
21389,Medium,0.06,95.99,4.9,152,Kent Kerr,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T60,0.56,South,Tennessee,Knoxville,37918,2/1/2012,2/2/2012,34.8,12,993.98,89526
22431,Low,0.05,43.22,4,152,Kent Kerr,Express Air,Home Office,Technology,Computer Peripherals,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",0.64,South,Tennessee,Knoxville,37918,3/21/2013,3/25/2013,-149.52,6,262.76,89532
22432,Low,0,205.99,5.26,152,Kent Kerr,Express Air,Home Office,Technology,Telephones and Communication,Small Box,i470,0.56,South,Tennessee,Knoxville,37918,3/21/2013,3/30/2013,-3.122,6,1053.61,89532
23318,Medium,0.03,6.78,6.18,153,Glenda Rosen,Regular Air,Consumer,Office Supplies,Paper,Small Box,Strathmore Photo Mount Cards,0.39,South,Tennessee,La Vergne,37086,4/23/2012,4/25/2012,39.816,13,94.12,89527
24039,Critical,0.1,10.14,2.27,153,Glenda Rosen,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,South,Tennessee,La Vergne,37086,10/13/2012,10/15/2012,30.738,13,120.96,89531
24436,Critical,0.03,11.66,7.95,153,Glenda Rosen,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",0.58,South,Tennessee,La Vergne,37086,7/17/2013,7/19/2013,-19.2878,16,189.79,89533
24162,High,0.07,3.29,1.35,153,Glenda Rosen,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,0.4,South,Tennessee,La Vergne,37086,10/30/2013,10/30/2013,-969.948,2,7.08,89535
24163,High,0,15.73,7.42,153,Glenda Rosen,Express Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,0.56,South,Tennessee,La Vergne,37086,10/30/2013,10/31/2013,213.888,20,341.74,89535
24164,High,0.06,34.76,8.22,153,Glenda Rosen,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,South,Tennessee,La Vergne,37086,10/30/2013,11/1/2013,-847.5236,5,175.65,89535
25542,Not Specified,0.1,419.19,19.99,154,Marion Jordan,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,South,Tennessee,Lebanon,37087,9/4/2012,9/6/2012,300.906,10,3772.71,89529
25394,High,0.01,19.98,5.86,154,Marion Jordan,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 191,0.38,South,Tennessee,Lebanon,37087,8/28/2013,8/30/2013,-2299.71,23,489.72,89534
22329,Critical,0.01,95.99,4.9,156,Diana Xu,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,West,Colorado,Fort Collins,80525,5/14/2010,5/15/2010,713.88,13,1050.08,87671
20324,High,0.03,10.89,4.5,156,Diana Xu,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,West,Colorado,Fort Collins,80525,7/25/2010,7/26/2010,-18.64,3,33.82,87672
18351,High,0.06,14.48,6.46,156,Diana Xu,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC White Gloss Covers, Plain Front",0.38,West,Colorado,Fort Collins,80525,7/14/2011,7/17/2011,8.8995,6,83.6,87673
18352,High,0.01,35.99,0.99,156,Diana Xu,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory31,0.35,West,Colorado,Fort Collins,80525,7/14/2011,7/16/2011,150.6684,7,218.36,87673
22567,Low,0.03,165.98,19.99,156,Diana Xu,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind P100 Manual Binding Machine,0.4,West,Colorado,Fort Collins,80525,2/2/2013,2/7/2013,716.7996,6,1038.84,87675
26219,Low,0.1,8.01,2.87,157,Terry Benson,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",0.4,West,Colorado,Fountain,80817,1/21/2013,1/28/2013,-8.5312,1,8.36,87674
22568,Low,0.01,1.6,1.29,157,Terry Benson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Pocket Accent® Highlighters,0.42,West,Colorado,Fountain,80817,2/2/2013,2/7/2013,-15.13,10,16.64,87675
18956,Low,0.08,10.9,7.46,159,Gail Welch,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,Crate-A-Files™,0.59,Central,Illinois,Oak Forest,60452,6/4/2011,6/8/2011,-113.016,15,163.56,89372
25404,Medium,0,21.98,2.87,159,Gail Welch,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,0.55,Central,Illinois,Oak Forest,60452,11/25/2011,11/27/2011,394.8111,24,572.19,89373
26282,Medium,0.09,12.53,0.5,159,Gail Welch,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 485,0.38,Central,Illinois,Oak Forest,60452,9/8/2013,9/8/2013,23.6736,4,47.89,89374
26283,Medium,0.03,5.85,2.27,159,Gail Welch,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,Central,Illinois,Oak Forest,60452,9/8/2013,9/9/2013,8.046,19,115.48,89374
26252,Medium,0.09,8.5,1.99,161,Edgar Oakley,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,0.49,Central,Texas,Saginaw,76131,5/26/2013,5/27/2013,23.5,10,79.52,89967
26253,Medium,0.02,8.34,0.96,161,Edgar Oakley,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,0.43,Central,Texas,Saginaw,76131,5/26/2013,5/27/2013,59.9817,10,86.93,89967
26254,Medium,0.02,48.91,5.81,161,Edgar Oakley,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1891,0.38,Central,Texas,Saginaw,76131,5/26/2013,5/28/2013,358.4412,10,519.48,89967
19313,Low,0.09,120.98,9.07,162,Erin Erickson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,West,Washington,Redmond,98052,1/16/2013,1/20/2013,683.6727,9,990.83,89965
22102,Low,0.04,92.23,39.61,162,Erin Erickson,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.67,West,Washington,Redmond,98052,5/29/2013,5/29/2013,80.8,6,575.69,89968
22103,Low,0.04,2.88,0.7,162,Erin Erickson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,West,Washington,Redmond,98052,5/29/2013,5/29/2013,8.13,8,22.78,89968
21170,Critical,0.05,262.11,62.74,162,Erin Erickson,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis Boat-Shaped Conference Table,0.75,West,Washington,Redmond,98052,11/21/2013,11/23/2013,343.39248,24,6031.88,89969
22531,Critical,0.01,5.84,1.2,163,Jeff Bunn,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 312,0.55,West,Washington,Renton,98059,11/4/2011,11/6/2011,95.766,30,179.68,89963
22104,Low,0.02,205.99,8.99,163,Jeff Bunn,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Talkabout T8097,0.58,West,Washington,Renton,98059,5/29/2013,5/31/2013,-54.362,4,693.22,89968
26102,Medium,0.05,100.98,35.84,164,Robin Kramer Vaughn,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,West,Washington,Richland,99352,7/2/2010,7/4/2010,-111.4,7,715.55,89961
26103,Medium,0.02,4.98,5.49,164,Robin Kramer Vaughn,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1952,0.38,West,Washington,Richland,99352,7/2/2010,7/3/2010,-77.03,9,45.63,89961
23005,High,0.05,6.48,9.17,164,Robin Kramer Vaughn,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1996,0.37,West,Washington,Richland,99352,10/2/2011,10/4/2011,-275.0544,22,143.7,89962
24288,Critical,0.06,3.28,3.97,164,Robin Kramer Vaughn,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,West,Washington,Richland,99352,6/29/2012,6/29/2012,-37.856,7,23.87,89964
24945,Not Specified,0.03,150.98,66.27,164,Robin Kramer Vaughn,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,0.65,West,Washington,Richland,99352,3/8/2013,3/9/2013,-519.94,8,1259,89966
21040,Low,0.08,399.98,12.06,166,Vicki Hauser,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,0.56,South,Tennessee,Lebanon,37087,1/11/2010,1/18/2010,28.5141,5,1839.91,89426
20580,Medium,0.1,2.88,0.5,166,Vicki Hauser,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 504,0.36,South,Tennessee,Lebanon,37087,9/26/2011,9/27/2011,374.9868,17,46.5,89428
18994,Medium,0,65.99,8.99,166,Vicki Hauser,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,8260,0.58,South,Tennessee,Lebanon,37087,2/13/2012,2/15/2012,-46.676,8,486.81,89429
18995,Medium,0.02,20.99,0.99,166,Vicki Hauser,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory21,0.37,South,Tennessee,Lebanon,37087,2/13/2012,2/15/2012,-281.7864,5,89.17,89429
23700,High,0.09,67.28,19.99,167,Carla Braun,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,South,Tennessee,Maryville,37804,6/23/2011,6/25/2011,12.774,9,580.89,89427
23701,High,0.1,42.76,6.22,167,Carla Braun,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",,South,Tennessee,Maryville,37804,6/23/2011,6/24/2011,-66.556,7,287.97,89427
24702,Not Specified,0.04,4.91,0.5,167,Carla Braun,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 493,0.36,South,Tennessee,Maryville,37804,12/17/2012,12/18/2012,-25.242,18,89.08,89430
19315,Low,0.08,43.22,16.71,169,Janice Cole,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",0.66,South,Louisiana,Baton Rouge,70802,1/3/2010,1/5/2010,280.27458,3,130.62,87463
19316,Low,0.05,574.74,24.49,169,Janice Cole,Regular Air,Corporate,Technology,Office Machines,Large Box,Polycom ViaVideo™ Desktop Video Communications Unit,0.37,South,Louisiana,Baton Rouge,70802,1/3/2010,1/10/2010,-112.4263,12,6945.16,87463
